index,title,content,starRating
7684,Foarte slab,"imi pare rau ca nu pot acorda 0. desi sigilat, cablul are defecte ( material plastic lipsa ). este o boxa care se aude decent dar care are finisaje modeste, zgarieturi cat cuprinde ( desi sigilat ).",1
11592,Nu recomand,"am primit castile acu 10 zile aprox, de atunci incerc sa le fac retur si nu reusesc deoarece de fiecare data mi se spune ca voi fi contactata si nu se intampla asta. sunt exact ca si niste jucarii de copii din china. s au stricat de cand am pus mana prima data pe ele. am vrut sa le scot din suportul lor si ai ramas fire atarnand din ele....   nu recomand!",1
5782,Foarte multumit,incarcatorul este foarte bun.,5
5743,Merita,"intr-o sufragerie obisnuita se aude super, dar la esterior este nevoie de un volum mai puternic, asa ca aproape de maxim distorsioneaza. am testat boxa prin cablu si prin bluetooth, pe laptop si pe mobil. calitatea este satisfacatoare, avand in vedere pretul platit si dimensiunile reduse ale boxei sony, merita investitia.",4
2625,Rezonabil,daca era cu greutatea mai usoara era mai bine  sunt multumit de puterea de iesire 2.4  sunt multumit de livrarea rapida din partea emag si pretul aest produs ca mi a convins ca sa fac comanda pt inca un acumulator cu culoare albastru;-),4
2648,Foarte multumit,"sunet excelent, calitate foarte buna a microfonului. vin in pachet cu ""urechiusele"" speciale pentru sport. singurele casti care nu iti sar din urechi atunci cand sunt folosite la sport.",5
363,Ceas vector luna,"ceasul ok, dar eu l am trimis in service, a aparut ceva pe display si a asta de doua ori ultima oara mi am primit banii inapoi, ori are ceva probleme ori am avut eu ghinion.",4
4410,Excelent,foarte buna tinand cont de dimensiunile miniaturale,5
2929,Recomand,cele mai bune si de calitate casti. foarte rezistente!,5
11493,Nu recomand,"o chinezarie ordinara!  nici macar nu vibreaza cand te suna cineva, nu are nici un meniu de setari inclus.. nu recomand.. ma mai chinui si de 2 zile cu returnarea lui!",1
14330,Bun de aruncat!!,bun de aruncat!! am un iphone xs max care aluneca de pe incarcator in timp ce e la incarcat si evident ca nu mai incarca daca nu e pozitionat corect..... cat despre incarcare..... ce incarcare? mai repede incarca cu un dinam montat la o roata de hamster. o prostie!!!,1
14918,Foarte slab,"nu sunt cele originale!!!! sunetul este mediocru, iar materialul nu este premium!! cu siguranta, nu recomand!",1
11035,Foarte slab,"doar ce am primit produsul. nu a venit insotit cu un cablu de incarcare, daca raman fara baterie la el cum il incarc?  materialul din plastit, este de o calitate foarte slaba, se poate rupe imediat.  incerc de 4 ore sa sunt la relatii cu clientii si nu imi raspunde nimeni.",1
295,Excelent,"calitativ, imi place mult. nu am dat gres, procurandu-l.",5
12654,Slab,"am cumparat 2 acumulatoare externe, aceeasi marca, serie diferita de inregistrare, unul incarca si 2 telefoane, iar cel de al doilea doar un singur telefon si acela nu integral. recomand pe jumatate",2
8996,Calitate slaba,"functia gps e foarte slaba, arata o pozitie prin zona in care se afla, dar nicidecum pozitia exacta. functiile audio si microfon functioneaza bine dar bateria tine maxim 2-3 ore, iar daca in acest timp copilul initiaza 3-4 apeluri, ramane fara baterie si mai repede. dupa 4 utilizari capacul din spate a cazut.",1
8082,NU RECOMAND!,calitate romaneasca... dupa aproximativ 4 luni nu mai functioneaza!,1
7142,Excelent,"este un produs care m-a surprins, nu ma asteptam sa aiba materiale de o asa buna calitate avand in vedere pretul. am dat 100ron+ pe incarcatoare de masina care sunt mult sub acest produs.    cumparati cu incredere.",5
8470,Dezamagitor,"serviciul curierat e ok, boxa e de culoare neagra si asta e ok, de stiut e ca vine cu un cablu usb fara incarcator, are si un cablu jack, ambele sunt scurte si de slaba calitate, nu iti vine cu instructiuni, te chinui ceva timp pina nimeresti logica utilizarii, in ceea ce priveste sonorul e de slaba calitate, fara bass te zgaraie pe creier. l-am probat cu un s5 foarte slab. l-am probat si cu un s9 se aude tare dar fara bass. ca pret e ok 60lei.",2
2805,Super ok,am comandat acest incarcator pt un huawei p20( nu lite.. nu pro) deoarece al meu l-am pierdut. pot spune spune ca se comporta excelent.... incarcare de pe la 15% pana la 100% in aprx 1h si 20 min.,5
14471,Dezamagitor,"ceasul arata binisor, display-ul deja s-a zgariat nu gasesti sa il scchimbi nicaieri si apropo este din plastic, bateria tine cam 10 ore daca nu este folosit mult, nu merita investitia pacat ca l-am zgariat, il dadeam inapoi.",2
5387,Un produs exceptional,"am achizitionat si eu aceasta boxa portabila dupa ce am citit o parte din review-uri. pot sa va asigur ca merita fiecare leu platit.  pro: - dimensiune redusa/portabilitate ( incape in orice buzunar/ in geanta etc)  - sunet foarte clar si puternic ( pentru o incapere este ideala)  - autonomie ridicata ( am ascultat aproximativ 4 ore si acumulatorul nu s-a descarcat)  - conectivitate ( boxa se conecteaza prin bluetooth la telefonul mobil in cateva secunde )  - design minimalist, elegant, calitate jbl by harman.  contra: - nimic.    recomand cu caldura achizitionarea acestui produs.",5
7584,Slab,"o chinezarie, controlul volumului e foarte prost facut, carcasa boxei e botita, se ia culoarea de pe microfon. trebuie sa il tii foarte aproape de gura ca sa se auda vocea in boxa.",2
3184,Foarte multumit,foarte mult multumit!!!,5
13567,Slab,"folia este slabuta, margimile sunt umflate.",1
3462,Excelent,"produs bun, ieftin si rapid livrat.",5
11023,volumul soneriei e slab,"am cumparat acest telefon in urma descrierii ""volum sonerie ridicat"". nu se ridica nici pe departe la nivelul asteptarilor. suna normal, ca orice telefon banal. nu merita banii.",1
9980,Nu recomand,din doua bucati cumparate aceeasi problema la mufa de conectare la telefon ca sa functioneze trebuie tinuta cu mina altfel nu face contact,1
4981,Foarte multumit,extraordinar. incarca bateria telefonului foarte foarte repede!,5
971,Rezonabil,"(incercati sa o prindeti la 99 de lei... maxim 119 daca e graba)    bune:  - afisaj aproape lizibil afara in lumina  - relativ ok si pe mana mica  - capsula si curea separata, cand se rupe cureaua nu trebuie aruncata cu totul  - bateria tine peste o saptamana  - nu am probleme de conectivitate  - cu telefon xiaomi se poate activa screen unlock cand sunteti langa telefon  - aplicatie decenta, multe setari    rele:  - senzorul de puls indecis rau de tot, ba am 57, ba 72, ba 117  - detectia somnului slaba, daca nu dorm dar stau cuminte imi pune light sleep    mai buna decat bratarile a+ si nu mult mai scumpa",4
11839,Dezamagire,"am cumparat un set de casti samsung, insa acestea nu se ridicau la performantele celor din pachetul telefonului (s7). dupa cca 2 luni de utilizare s-au defectat.",1
11768,Nemultumit,"bateria tine 2 ore cu 2 apeluri date/primite a cate 2 min fiecare, si mai nou suna singur aiurea fara sa il atingi. nu se mai inchide/deschide chiar daca apesi butoanele. nu stiu ce l-a apucat. o sa il duc la service-garantie. m-a dezamagit total.",1
10972,Defecte!,nu merita deloc! am cumparat patru perechi si doar o pereche functioneaza cat de cat.. restul sunt defecte. bagati vreo 10-20 de lei in plus si luati-va ceva mai intreg. pacat ca nu se poate da o nota mai rea,1
6187,Foarte multumit,eu sunt multumit de el,5
9154,Difuzor slab,il avem de 2 saptamani si deja nu mai functioneaza cum trebuie...  exista vreo setare pentru difuzor?  cand ma apeleaza copilul de pe ceas... nu aude nimic... eu in schimb il aud.,1
4667,Bun,pret-calitate buna alegere.,4
10072,Nu recomand,"in ciuda pretului, nu va sfatuiesc as aruncati banii pe fereastra. cel mai prost produs cumparat!!!!!!!!",1
7366,Excelent,+  doua porturi  slim    -  nimic,5
12942,Dezamagitor,"nu functioneaza, this device is not supported by apple, merge 1-2 min dupa care apare pop`up si nu mai merge sunetul, doar incarca... am vrut sa zic 20 de lei dai 20 face... dar nici macar 20 nu face... plus transport...",2
5964,Superb,"foarte multumit, telefon fix de birou, se poate monta si pe perete.  un scurt unboxing & review pe youtube: youtu.be/vetokznxahy",5
9320,Nu recomand,folia nu se lipeste pe margini.. nu recomand,1
7120,Excelent,multumit de alegerea facuta. baterie ok. multe functii folositoare,5
14939,Foarte slab,"o mizerie, nu merita nici un leu, chiar si o stea e prea mult pt ceea ce merita",1
7960,Foarte slab,"foarte prost produsul. practic nu merge, nu se conecteaza prin bluetooth. l-am cumparat degeaba. am fost intr-o excursie exotica si nu m-am putut folosi de selfie stick:(   are un acumulator care se incarca si nu e practic deloc, pt. ca te lasa cand ti-e lumea mai draga!  cel mai slab produs cumparat ever!!!",1
14290,Pacaleala,"calitate zero. boxa din anunt nu seamana cu boxa primita, pe scurt am primit alta boxa. pe bluetooth se intrerupe si de la 1 m distanta. pe radio bazaie incontinuu! pe stick si bluetooth se aude jalnic. nu recomand!!!! cea mai proasta chinezarie pe care am vazut-o!!!!!",1
3695,Ok,multumita. exact ce aveam nevoie. pozitioneaza foarte bine copilul. stau un pic mai linistita cand este afara. ceasul arata foarte bine. nici nu banuiesti ca este ceas pentru monitorizare. bateria 1 zi jumate insa se incarca foarte repede. se aude bine,5
10510,Nu recomand,"incep prin a mentiona ca boxa nu pare a fi originala blaupunkt pt ca la pornire se aude melodia standard de pe telefoanele samsung. asta a fost partea minora, cu care as fi putut trai. problema vine cand boxa nu functioneaza decat daca e in priza. am lasat-o la incarcat o noapte intreaga si a doua zi a functionat pana am incercat sa dau volumul la maxim, atunci s-a inchis brusc. nu recomand nici daca v-ar oferi-o cineva gratis.",1
6035,Excelent,e belea frate,5
4354,Excelent,"detin aceasta tableta si sunt foarte multumit de achizitia facuta, raport pret-calitate excelent, la 550 lei nu gasesti ceva mai bun.",5
9948,Foarte slab,"cei de la iuni mi-au trimis alt model prima data, dupa doua zile am primit modelul comandat.  cand am introdus cartela am ramas cu placuta metalica in mana... cureua s-a desprins la prima atingere;, convorbirile nu se intelegeau din cauza unui bazait permanent.   l-am trimis retur, iar bani pe produs i-am primit dupa fix 14 zile...",1
9476,Nemultumit,"am ramas dezamagit, castile se tin foarte slab in urechi, permanent trebuie sa le fixezi.",1
10744,Nu recomand,"pro:  - design placut, asemenea airpods  - calitate audio mediocra    contra:  - volum scazut (pe android, posibil se poate regla cu optiunea 'disable absolute volume')  - calitate microfon foarte proasta (testate in convorbire)",1
3076,Recomand,un produs de calitate marca samsung care functioneaza ca cel original care vine cu telefonul.,5
11702,Nu recomand,"a functionat...2ore, si a obosit,. nu mai este akaiul de alta data...",1
11736,Nu merita,"bateria a tinut vreo 6 sau 8 ore si are un volum foarte bun. basul este chiar ok si se conecteaza usor cu dispozitivele mele.  updatez review-ul pentru ca boxa nu mai functioneaza corespunzator, acus o saptamana sunetul a inceput sa fie tot mai distorsionat la volum mediu (dupa ce a dat crash si a trebuit sa tin apasat butonul de power 10 secunde) si boxa am luat o in noiembrie 2017. pe langa asta in loc sa fie schimbata sau reparata, am primit banii inapoi, acuma ar trebui sa o cumpar cu 10 lei mai mult decat pretul de anu trecut.",1
7017,Foarte multumit,se aude foarte bine si are bass,5
4306,Recomand,raport pret -calitate foarte bun.,5
7004,Super,super foarte buna,5
11943,Nu recomand,folia ii mai mica decat suprafata ecranului.,1
5507,Bune,casile sunt bune comparativ cu pretul . unii zic ca intr-o luna se stica. eu le am de peste un an si inca functioneaza perfect.,5
14756,Nu recomand,calitate indoielnica. nu mai functioneaza dupa aproape 3 luni.,1
4576,Excelent,"este o casca buna, ca si raport calitate/pret",5
2869,Recomand,"este ceea ce am dorit, la nivelul calitate - pret rezonabil.  singura aspect negativ pe care il consider este ca, pentru apelurile pierdute, nu se face localizarea in timp - data si ora apelului",5
8655,Nu recomand,"sunetul se aude decent.  bateria este mica.  driverul este prost, cand am conectat-o la laptop si am incercat sa folosesc microfonul nu a mai functionat si mi-a dat bsod de cateva ori.",1
13863,Asa si-asa,"folosit intr-un aparat foto dslr nikon si cateodata intr-un laptop, dupa cateva luni, incepe sa dea semne de oboseala. aparatul foto il recunoaste din ce in ce mai greu.",2
1554,Merita,"acumulatorul la raporul calitate pret este foarte bun. raspunde descrierii facute, mai putin la timpu de incarcare care este destul de mare. recomand.",4
830,Excelent,very good quality.  sound quality is excellent.   materials and mounting is perfect.    i recommend for everybody who want to buy a portable speaker.  in this price range this product is good choice.,5
12133,Foarte slab,"o jucarie, nu recomand. nu se poate instala nici o aplicatie, din descriere.",1
8016,Foarte slab,"in 10 min de citit mail-uri a pierdut 6%(cu ecranul la 65%).  in maxim 8-10 ore de folosinta moderata, mai exact:  - datele pornite tot timpul  - maxim 5-6 apeluri care insumeaza cam 30 min  - 10-20 min de jocuri  - cam 1h adunat de facebook",1
12834,Nu recomand,nu recomand asa ceva sub nicio forma.,1
7899,Nu recomand,"nu sunt comfortabile, butonul de volum up imi inchide castile daca apas mai mult de doua ori pe el iar dupa o saptamana de folosire casca stanga a cedat complet.",1
8211,Slab,"nu este la fel ca in poza de prezentare.  partea din spate este din plastic transparent dintr-o singura bucata.  in poza de prezentare se vede clar un bandou marginal din cauciuc sau similar.  pliurile copertii in care ar trebuie sa se aseze tableta, fie aproape de verticala fie la 15grade exista dar nu sustin in nici un fel tableta.  in concluzie este ceva ca sa zici ca ai o....",2
3647,Merita,cam figurant la formatari! nu e atat de rapid pe cat scrie pe el!,4
14596,Nu recomand,nu stiu daca sa nimerit doar la mine dar bateria se descarca pur si simplu singura! daca seara este plina 100% dimineata este pe rosu!!! nu recomand!,1
12019,Nu recomand,"nu recomand acest produs, l-am achizitionat in urma cu aproximativ sase luni si bateria a tinut de la culesul porumbului pana la taiatul cocenilor.  bateria a murit fara sa de-a semne.",1
12694,Nu recomand,"cu suparare marturisesc ca e o porcarie. credeam ca ma tine 2 zile (fara stat pe net in continuu, sporadic 10 min pe facebook/mesaje etc.), insa nu ma tine decat 1 zi, fix ca aia originala a telefonului folosita 1 an (care initial ma tinea 2 zile lejer). nu merita investitia. cu tot cu transport ajunge la 100 lei pt nimica.",1
11139,Nemultumit,nu functioneaza bluetooth  !!!!,1
2088,Super,"boxa se aude neasteptat de tare si de bine pentru dimensiunile ei!  raport excelent calitate/pret. la pretul ei nu exista nimic mai bun! poate fi utilizata si in timp ce se incarca!  eu am luat varianta pe negru, iar cablul de incarcare oferit in pachet un portocaliu foarte fain!",5
410,Recomand,"design placut, usor de transportat prin buzunare, incarca foarte repede, imi ajunge 2 incarcari pe un iphone 6s, isi merita banii: p",5
14375,Nemultumit,casca nu se conecteaza cu un telefon nokia 108 basic. este telefon de servici si practic pentru el aveam nevoie.,1
9332,Foarte slab,"muzica se aude ok, dar nu pot vorbi la telefon cu ele.. nu merge microfonul.   nu recomand.",1
598,Excelent,super fain.  calitate jbl!  merita toti banii.,5
14369,Nu recomand!,"am achizitionat acumulatorul sperand ca va tine mai mult decat cel original care avea 2 ani si jumatate de folosinta. in primele zile intr-adevar parea ca tine mai mult apoi, treptat, a inceput sa se consume tot mai repede astfel incat astazi, dupa 2 luni si jumatate de folosinta a trebuit sa revin la acumulatorul original al telefonului care tine cu mult mai mult decat acesta, probabil ca este un produs fake departe de performantele originalului. nu recomand acest produs!",2
13948,Nu functioneaza!,"merge 1/2 minute dupa care nu mai se deconecteaza, nu merita cumparat!",1
3520,Excelent,"sunt foarte multumit de produsul primit! am schimbat bateria pe un huawei p9 leica si pot spune ca tine ca la inceput, acum ajung si la 8 ore de ecran pornit dintr-o singura incarcare!",5
5382,Recomand,multumit! recomand,5
9258,Decent,"mie mi-au gresit culoarea. comandasem una crem pentru a fi mai discret dar am primit una neagra mica si destul de buna, totusi. sta bine in ureche (dreapta). eu o folosesc mai mult pentru a asculta audiobook-uri. pentru a va face bine intelesi in convorbiri telefonice trebuie sa tineti mana in dreptul urechii pentru a directiona vocea de la gura la microfonul dispozitivului, poate ati vazut gestul asta in filmele cu spioni. eu as mai comanda una, daca se poate de data asta sa-mi trimita una crem, daca nu, num  p.s. dupa o saptamana a murit.",1
2205,Foarte multumit,"dupa 7 zile de utilizare pot sa spun ca sunt foarte multumit de achizitia facuta.   nu are multe functii, dar nici nu urmaream asta cand am optat pentru acest ceas. la 7 zile de la ultima incarcare, purtat non-stop si cu pulsul si conexiunea bluetooth activata, mai am 37% din baterie.   afiseaza fara probleme toate mesajele sms si whatsapp, precum si numele (daca persoana este in agenda telefonului) sau numarul persoanei care apeleaza, avand si posibilitatea de inchidere a apelului primit.  in functie de optiunile alese la configurarea initiala se pot primi si alte tipuri de notificari sau informatii de la telefon.  imi place programul de monitorizare a somnului si imi pare destul de exact, cel putin in ceea ce priveste timpul cat am stat treaz pe noapte. cum masoara fazele somnului si cat de exact este nu pot sa imi dau seama, dar scorul pe care il da, il resimt si eu dimineata sau in timpul zilei. cand am avut un scor mic (66) am dormit destul de rau si am fost obosit toata ziua, iar la un scor mare (80) am simtit diferenta.  arata bine, e usor si placut la purtare, bateria tine catre 10 zile fara probleme, afiseaza destule informatii si este ceea ce cautam.   daca doriti un ceas de pe care sa ascultati muzica, sa va uitati la poze/filme, sa efectuati convorbiri sau sa trimiteti mesaje, sa aiba aplicatii si fete fara numar, 100% nu este acest model.",5
5735,Excelent,tocmai am primit castile.     + sunetul e excelent  + suportul de ureche este foarte comod  + imi place si calitatea plasticului si a cablului  + husa pentru casti si buzunar separat pentru incarcator,5
4388,Foarte multumit,"este foarte util mai ales in excursii, deoarece de la o singura priza de 220 v poti incarca 2 tablete si 2 telefoane simultan.",5
12620,Nu cumparati!,"astazi mi-au venit si mie si nu recomand de loc cica ""originale"" si scrie frumos ""made in china"" pe ele, am o pereche originala de la telefon(s6) si scrie ""made in vietnam"" se aud foarte prost, bass nu mai zic se aude zici ca lovesti o bucata plastic cu un ciocan.",1
5967,Merita,"bateria tine intr-adevar peste asteptari. memoria ram in plus, ar facilita un mai bun raspuns multitouch in aplicatii, mai ales in android 7.0.",4
5837,Foarte multumit.,pro  -compacta  -design excelent  -materiale premium  -incarcate rapida (am testat pe s7 cu bateria telefonului la 50% am conecatat incarcatorul de priza si imi incarca telefonul in 50 de minune iar cu bateria in 47 de minute)  un singur minus ar fi lipsa unui usb c pentru incarcarea bateriei.,5
10289,Nu recomand,"nu recomand. inregistreaza, mai degraba, miscarile mainii decat pasi si cateodata si atunci cand mergi cu masina.",1
4099,Ok,"depinde de modelul tabletei care o aveti poate se potriveste perfect, sau prinderea apasa un buton sau acopera conexiunea...  pro:: isi merita pretul, calitate ii buna si ii bun ca husa si suport.  contra:: sistemul de prindere nu ii perfect, la tableta care o detin allview am problema ca depinde cum pun la colt ca am buton acolo de oprire pornire, trebuie avut un pic de grija.",4
3662,Uitate la pret si spec. Baiatu!!!,e foarte faina si buna boxa dar mai bine luati pe albastru pentru ca pe celelalte culori este mai scump si nu are nici un sens deoarece toate cele 4 culori au aceleasi specificatii. bine de stiut ca sa economisesti bani.,5
8887,Foarte slab,"o porcarie de 2 lei, nu incarca nimic. se infierbanta f. f. tare si incarca cu intreruperi. porcarie!!!!!!!",1
14162,"Nu sunt rezistente deloc, nu recomand!","nu sunt rezistente! nu recomand, dupa cateva zile de folosire s-a rupt mufa!",1
12346,Mai cautati!,"bateria tine cam 2,3 ore de vorbit nimeni nu sa plans ca nu ma aude bine dar plasticul din ureche este horor o port agatata de ureche si se aude cam slabut se deconecteaza cam des 3,4 ori pe zi. nu prea merita bani",2
11353,Nu recomand,nu reusesc sa il conectez la tel. si se inchide de una.,1
11219,Nu recomand,"nu sunt bune de nimic, nu se aud aproape deloc.",1
5385,Merita,"super boxa! calitatea marcii jbl se vede.. bass, medii, joase, inalte, volum! nu credeam ca dintr-un difuzor atat de mic poate iesi un sunet atat de calitativ!    recomand jbl. eu am returnat-o pentru a lua jbl clip+ datorita rezistentei la apa",4
11056,Slab,se descarca repede,2
6171,Foarte multumit,cumparat de black friday la un pret rezonabil. foarte incantat momentan:),5
11102,"Proasta calitate,incercare cu dificultate","nu isi merita banii, nu se ridica la asteptari",1
12518,Un Chinez Mic,"intr-adevar, un chinez mic sau ""ceva"" mare daca te duce gandul in alta parte.  pro:   veti avea ocazia s-o cunoasteti pe sora lui stephen hawking (vocea care anunta conectarea prin bluetooth - care de cele mai multe ori nu se realizeaza, trebuie s-o faci manual.)  contra:   cu toate ca are doua difuzoare, nu este stereo.  se aude ca un radio portabil din anii '80.  conexiune bluetooth cu interferente, asteptati-va la intreruperi in functionare, poticneli si lungiri ale melodiei.  incarcare: dupa cinci ore am renuntat sa mai verific daca este incarcata. intr-adevar, dimineata urmatoare luminita rosie era stinsa, deci incarcata. deci ganditi-va pentru incarcare la +5 ore (am incercat ambele variante, si prin usb-ul calculatorului si cu ajutorul unui incarcator de telefon. acelasi rezultat dezamagitor.)  functionare: recordul a fost de 70 de minute. nu va ganditi ca dupa aceea o bagati la incarcat si o ascultati in continuare. datorita ""calitatii"", consumul depaseste ritmul de incarcare si scula fiind o scula inteligenta emite un bip pe secunda care te anunta ca bateria e descarcata. deci se aude cam asa: tralala, bip, tralala, bip. prin tralala se intelege melodia care ruleaza.  in concluzie, sfatul meu de om patit este sa va orientati spre ceva cat de cat de firma, chiar daca dati un ban in plus. veti fi mult mai fericiti.  pe a mea o voi dona cainelui din spatele blocului care are programul de latrat stabilit intre orele 2: 00 si 3: 00 noaptea. a mai primit un telefon allview.",1
7421,Excelent,"foarte bun, functioneaza perfect",5
570,Recomand,"aspectuos si calitativ, incarca bine",5
2738,Recomand,constructie de calitate  2xusb rapide  10000 mah,5
8179,Nu recomand,"bateria tine 1,5 zile. au probleme de soft la unele modele fenix 5. garmin nu are o pozitie oficiala pentru aceasta problema.  am facut update la versiunea de soft 12.30 oficiala pe site garmin si bateria abia tine 3 zile acum.    forumul gazduit de siteul garmin duduie cu probleme de durata bateriei in modul smart.    un ceas frumos dar cu multe functii dar pe hartie bateria tine 7 zile si in realitate maxim 3 zile.",1
10886,Slab,"nu sunt foarte multumita de acest incarcator, dupa 2 saptamani de utilizare, nu mai incarca de 4 ori full charge un iphone 8, il incarca doar de 2 ori pana la epuizarea bateriei. dezamagitor!",2
939,Bun,"se aude bine muzica. sunt destul de multumita. e a 3-a mea preche de casti samsung, imi tin in jur de 2 ani:) numai de la samsung imi iau.",4
1761,Excelent,usor de foosit si sunet clar,5
13282,Dupa un an de folosire s-a rupt.,"plasticul care conecteaza ventuza de suport s-a rupt dintr-o data. l-am folosit pentru un s4 mini si mi-a placut mult, dar daca in fiecare an trebuie sa il schimb atunci nu cred ca as mai recomanda produsul. design-ul este bun dar calitatea plasticului este indoielnica.",2
740,Produs ok ideal pentru calatorii,produsul este ok. acum ramane de vazut cat va rezista. incarca ok iphone 6,4
946,Surprindere 1... Dezamagire 0!,"am achizitionat acest produs pentru a face un cadou de craciun cuiva drag si trebuie sa recunosc ca am fost extraordinar de impresionat de ea, la fel cum a fost si persoana careia i-am daruit-o. o foloseste cu placere si in tot felul de situatii sau locuri, nu doar acasa. nu are un bass extraordinar datorita dimensiunilor insa, dupa cum s-a mai zis, este o boxa cu care, intr-un apartament cu 2 pana la 4 camere... se poate da o petrecere asa... in stil mare. am fost atat de placut impresionat de el incat mi-am luat si eu una! o recomand!",5
5784,Foarte multumit,"sunt foarte multumit de ele, in special daca le folosesc in metrou sau cand calatoresc cu avionul. le mai folosesc pe strada mai nou, deoarece ultimul update de firmware iti permite sa opresti noise cancelling-ul ca sa mai auzi si ce se intampla langa tine(din aplicatia castilor faci asta, nu din butoanele castilor). sunt foarte bune daca ai nevoie de liniste, sa asculti muzica sau sa te concentrezi. calitatea audio este foarte buna, inclusiv partea de bass.     pro:  - noise cancelling exceptional (care poate fi si oprit din aplicatie)  - usoare si usor de intretinut  - vin cu cutie proprie deci nu trebuie sa stea aiurea aruncate pe birou  - poti asculta si wired daca vrei (vine cu cablu de tip jack)  - bateria tine destul de mult ~ 16 ore, sau mai mult depinde de ce anume asculti  - calitate audio foarte buna  - foarte placute membranele care vin p urechi  - poti avea 2 dispozitive conectate simultan la casti    cons:  - baterie interna, pe care nu o poti schimba  - pret destul de piperat",5
5732,Recomand,isi face bine treaba!!!,5
11760,Nu recomand,"e foarte naspa. nici nu il am de 2 luni si deja am probleme. nu imi mai numara pasii, tensiune masoara deloc. la un moment dat nu imi mai artata data corect. acum vad ca nu imi mai recunoaste miscarile de trezire(gen cand il tin in mod special sa vad cat e ceasul). cat pentru conexiune cu telefonul nu prea am folosit-o pentru ca, atunci cand ascult muzica se pune automat pe ceas(ce rost ar avea?!), dar cat l-am folosit imi arata notificarile de pe telefon. inca nu i-am pus cartela, deci pe partea asta nu ma bag. am incercat sa ii pun un card de memorie dar ori nu il citeste ( ceea ce inclin sa cred) ori nu l-am pus bine. camera foarte slaba( nu ma asteptam sa fie prea buna, dar totusi merita mentionat) pozitia ei e una discutabila, pe o parte e proasta pe post de apel video, dar pe alta parte e folositiare pentru filmatul cuiva pe ascuns.   sincer pe mine m-a atras designul, care arata ok, eu l-am primit si cu o curea in verde( pe care nu o pot:)), dar apreciez) si (ceea ce mi-a placut cel mai mult) o surubelnita mica pentru a desface ceasul (ceea ce e enervant, dar ma rog). sa nu mai zic de aplicatia primitiva, care trebuie descarcata pe telefon.    in concluzie, eu zic ca nu isi merita banii. mai bine mai strangeti niste bani si va luati ceva mai bun.",1
14230,Foarte slab,o boxa care suna bine la marimea ei dar pretul e umflat nu merita mai mult de 200 lei so asta cu incarcata tine 20 de ore iar e minciuna poate tine daca nu o pornesti ce sa zic este prea laudata de asta o cumpara lumea dar repet nu isi merita bani,1
9019,Nu isi merita banii,* s-a stricat dupa 5-6 luni  * se aude incet  * se conecta greu la pc/telefon,2
3871,Excelent,se lipeste si ramane acolo ( pe geam) si accesoriul de lipit pe alte suprafete decat sticla sta lipit f bine pe plastic poros... excelent,5
7625,Nu recomand,am cumparat doua bucati pentru a le oferi cadou. le-am testat pe ambele pe 3 telefoane si o tableta:  pe toate device-urile se intrerup si de deconecteaza fara nici un motiv. in rest sunt foarte ok nu am ce sa comentez.,1
6076,Destul de bun,"dispozitivul m-a dezamagit initial, dar apoi am gasit un mod de convietuire si acum mi-a intrat sub piele.  se fixeaza bine pe bord, chiar daca textura bordului nu e perfect lucioasa. are ventuza cu suctiune + adeziv. de aceea ideal e sa-l montati:  1. dupa ce ati identificat de la inceput locul ideal (sa nu trebuiasca sa-l tot mutati)  2. dupa ce ati curatat locul de prindere cu putin alcool.  daca forma suprafetei de prindere nu este prea curbata, atunci fixarea e solida si stabila in timp. gheara de prindere a telefonului/dispozitivului este foarte puternica, de aceea trebuie sa va faceti reflexul sa introduceti si scoateti dispozitivul fara sa fortati prinderea in ventuza.  pro:   - ventuza destul de puternica prin combinatia de suctiune si adeziv (permite chiar prinderea pe suprafete usor curbate; dar *usor* curbate)  - gheara de prindere a dispozitivului foarte putenica  - multe grade de libertate prin culisarea prinderii si miscari de rotatie  - il testez de cateva luni si si-a pastrat proprietatile (altele se degradau deja intr-o luna-doua)  contra:  - ventuza cu adeziv nu permite prea multe schimbari ale prinderii  - gheara (extrem de) puternica de prindere a dispozitivului necesita atentie la prindere si desprinderea lui pentru a nu forta prinderea in ventuza",4
14099,Incarcator ars,"am comandat doua incarcatoare si am fost dezamagit de aceasta comanda. primul incarcator s-a ars la a doua incarcare, iar al doilea nu incarca deloc daca stau pe telefon.",1
6873,Super,am ramas surprins la cat de tare si clar se aude pentru marimea ei,5
13473,"Pentru GPS, ok.","eu il folosesc pentru un gps. isi fave treaba, nu am probleme cu el.",1
6810,Excelent,"este folosita mai mult pentru filme si se descurca de minune, rezolutia ecranului este foarte buna, insa cel mai mult imi place ca ruleaza fullhd fara probleme.",5
3479,Recomand,"se aude foarte bine, volum surprinzator",5
4748,Recomand,la p10 merge perfect. recomand. excelent!!!!,5
13193,Foarte slab,se potriveste perfect intr-un samsung s5. am folosit-o in ultimele 3 luni... dar recent am si inlocuit-o cu originala care tine mai mult chiar daca are in jur de 3 ani. nu o recomand.,1
11905,Nemultumit,extrem de proasta,1
839,Excelent,"se aude foarte bine, se conecteaza usor la pc, tel  bateria tine destul de mult, se incarca rpd",5
14513,Cristi,se incinge foarte tare ceasul.,2
